localid,Language,collection,label,description ,definition,status
354,en,morfo_st,354,low and medium hills a pendenza bassa and media and subdentritic to subparallel drainage pattern,low and medium hills a pendenza bassa and media and subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
355,en,morfo_st,355,structural surface of volcanic apparatus strongly dissected with narrow elongated summit and canyons,structural surface of volcanic apparatus strongly dissected with narrow elongated summit and canyons,https://inspire.ec.europa.eu/registry/status/valid
356,en,morfo_st,356,deeply dissected slopes of volcanic plateaux with medium and low gradient with summit escarpments,deeply dissected slopes of volcanic plateaux with medium and low gradient with summit escarpments,https://inspire.ec.europa.eu/registry/status/valid
357,en,morfo_st,357,deeply dissected slopes of volcanic plateaux with medium and high gradient with summit escarpments,deeply dissected slopes of volcanic plateaux with medium and high gradient with summit escarpments,https://inspire.ec.europa.eu/registry/status/valid
358,en,morfo_st,358,high hills and low mountain of volcanic apparatus with main caldera or secondary calderas with centripetal or centrifugal drainage pattern,high hills and low mountain of volcanic apparatus with main caldera or secondary calderas with centripetal or centrifugal drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
36,en,morfo_st,36,planes in intermontane basins,planes in intermontane basins,https://inspire.ec.europa.eu/registry/status/valid
360,en,morfo_st,360,treads structural of islands with low gradient and steep slope,treads structural of islands with low gradient and steep slope,https://inspire.ec.europa.eu/registry/status/valid
361,en,morfo_st,361,regular slopes of islands with low to high gradient,regular slopes of islands with low to high gradient,https://inspire.ec.europa.eu/registry/status/valid
362,en,morfo_st,362,irregular slopes of islands with medium and high gradient or with steep slope,irregular slopes of islands with medium and high gradient or with steep slope,https://inspire.ec.europa.eu/registry/status/valid
363,en,morfo_st,363,low and medium hills with medium and high gradient with subdentritic drainage pattern,low and medium hills with medium and high gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
364,en,morfo_st,364,"complex filling basins (karst, alluvial lacustrine and alluvium-colluvium) with artificial drainage pattern","complex filling basins (karst, alluvial lacustrine and alluvium-colluvium) with artificial drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
366,en,morfo_st,366,high level hills and low mountain with slopes with high gradient or steep and summit with low gradient; parallel and subparallel drainage pattern,high level hills and low mountain with slopes with high gradient or steep and summit with low gradient; parallel and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
367,en,morfo_st,367,medium and high hills consisting by deeply dissected terraced flat surfaces with slopes with medium and high gradient and subparallel drainage pattern,medium and high hills consisting by deeply dissected terraced flat surfaces with slopes with medium and high gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
368,en,morfo_st,368,medium hills with medium gradient and many summit escarpments edging long and narrow ridges with subparallel to subdentritic drainage pattern,medium hills with medium gradient and many summit escarpments edging long and narrow ridges with subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
369,en,morfo_st,369,"medium and high hills with medium and low gradient, with subparallel to subdentritic drainage pattern","medium and high hills with medium and low gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
37,en,morfo_st,37,intermontane basins with coalescent fans,intermontane basins with coalescent fans,https://inspire.ec.europa.eu/registry/status/valid
371,en,morfo_st,371,dissected treads and aggradation landforms with low gradient,dissected treads and aggradation landforms with low gradient,https://inspire.ec.europa.eu/registry/status/valid
372,en,morfo_st,372,"low and medium hills with medium and low gradient, with subparallel to subdentritic drainage pattern","low and medium hills with medium and low gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
373,en,morfo_st,373,medium and high hills with medium gradient with subdentritic drainage pattern,medium and high hills with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
374,en,morfo_st,374,low and medium hills with medium gradient with nappe talus and subparallel drainage pattern,low and medium hills with medium gradient with nappe talus and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
375,en,morfo_st,375,low and medium hills with medium and high gradient and subdentritic to subparallel drainage pattern,low and medium hills with medium and high gradient and subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
376,en,morfo_st,376,"low mountain with dissected and sometimes terraced structural surface with low or medium gradient, with subparallel drainage pattern","low mountain with dissected and sometimes terraced structural surface with low or medium gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
377,en,morfo_st,377,low to high hills with high gradient and parallel drainage pattern,low to high hills with high gradient and parallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
378,en,morfo_st,378,low to high hills with medium and high gradient with parallel and subparallel drainage pattern,low to high hills with medium and high gradient with parallel and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
379,en,morfo_st,379,low and medium hills with medium and high gradient with karstic landforms and contorted drainage pattern,low and medium hills with medium and high gradient with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
38,en,morfo_st,38,glacial plane,glacial plane,https://inspire.ec.europa.eu/registry/status/valid
380,en,morfo_st,380,"high level hills and low mountain with medium and high gradient, with subparallel and subdentritic drainage pattern","high level hills and low mountain with medium and high gradient, with subparallel and subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
381,en,morfo_st,381,summit areas consist by medium treads and karstic plateau and areas with low and medium gradient,summit areas consist by medium treads and karstic plateau and areas with low and medium gradient,https://inspire.ec.europa.eu/registry/status/valid
384,en,morfo_st,384,low and high mountain with high gradient and steep with parallel or subparallel drainage pattern,low and high mountain with high gradient and steep with parallel or subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
388,en,morfo_st,388,high level hills and low mountain with medium and high gradient with karstic landforms and contorted drainage pattern,high level hills and low mountain with medium and high gradient with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
389,en,morfo_st,389,upland plains and low mountain with angular drainage pattern,upland plains and low mountain with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
39,en,morfo_st,39,high mountain with high gradient with karstic landforms,high mountain with high gradient with karstic landforms,https://inspire.ec.europa.eu/registry/status/valid
390,en,morfo_st,390,high mountain with high gradient with contorted to angular drainage pattern,high mountain with high gradient with contorted to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
4,en,morfo_st,4,"coastal lagoonal areas, with dunal bar and artificial leveed drainage pattern","coastal lagoonal areas, with dunal bar and artificial leveed drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
40,en,morfo_st,40,slopes and upland plain in high elevation with weakly developed or absent drainage pattern,slopes and upland plain in high elevation with weakly developed or absent drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
401,en,morfo_st,401,terraces and dissected coastal treads with subparallel drainage pattern and narrow coastal plane,terraces and dissected coastal treads with subparallel drainage pattern and narrow coastal plane,https://inspire.ec.europa.eu/registry/status/valid
402,en,morfo_st,402,flat coastal areas,flat coastal areas,https://inspire.ec.europa.eu/registry/status/valid
403,en,morfo_st,403,coastal hills with medium and high gradient with subparallel to subdentritic drainage pattern,coastal hills with medium and high gradient with subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
404,en,morfo_st,404,"low, medium and high hills with subdentritic to subparallel drainage pattern","low, medium and high hills with subdentritic to subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
406,en,morfo_st,406,"high level hills with medium gradient and low mountain with medium and high gradient, with subparallel drainage pattern","high level hills with medium gradient and low mountain with medium and high gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
407,en,morfo_st,407,"medium and high hills with medium gradient and low mountain with medium and high gradient, with subparallel to subdentritic drainage pattern","medium and high hills with medium gradient and low mountain with medium and high gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
408,en,morfo_st,408,"medium and high hills with medium gradient and low mountain with medium gradient, with subdentritic drainage pattern","medium and high hills with medium gradient and low mountain with medium gradient, with subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
409,en,morfo_st,409,"low, medium and high hills with high gradient and low mountain with high gradient and subparallel drainage pattern","low, medium and high hills with high gradient and low mountain with high gradient and subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
41,en,morfo_st,41,high level hills with medium gradient with subdentritic drainage pattern,high level hills with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
410,en,morfo_st,410,medium and high hills with medium gradient and dentritic drainage pattern,medium and high hills with medium gradient and dentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
411,en,morfo_st,411,terraces and deeply dissected coastal treads with subparallel drainage pattern,terraces and deeply dissected coastal treads with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
413,en,morfo_st,413,"coastal areas, dissected residual terraces and slopes of low hill with medium gradient and subdentritic drainage pattern","coastal areas, dissected residual terraces and slopes of low hill with medium gradient and subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
414,en,morfo_st,414,"low mountain with medium, high or steep gradient, with subparallel to subdentritic drainage pattern","low mountain with medium, high or steep gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
415,en,morfo_st,415,"low, medium and high hills with medium gradient, with subparallel to subdentritic drainage pattern","low, medium and high hills with medium gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
416,en,morfo_st,416,"high level hills and low mountain with medium gradient, with subdentritic to subparallel drainage pattern","high level hills and low mountain with medium gradient, with subdentritic to subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
417,en,morfo_st,417,"high hills with medium gradient and low mountain with medium and high gradient, with dentritic and subdentritic drainage pattern","high hills with medium gradient and low mountain with medium and high gradient, with dentritic and subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
418,en,morfo_st,418,"medium and high hills with medium and low gradient, with subdentritic drainage pattern","medium and high hills with medium and low gradient, with subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
419,en,morfo_st,419,"slopes in low elevation and low gradient and low and medium hills with medium gradient, with subparallel drainage pattern","slopes in low elevation and low gradient and low and medium hills with medium gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
42,en,morfo_st,42,high hills with medium gradient with subparallel drainage pattern,high hills with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
420,en,morfo_st,420,"low, medium and high hills with medium gradient, with convex or flat summit arrotondate, with subparallel to subdentritic drainage pattern","low, medium and high hills with medium gradient, with convex or flat summit arrotondate, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
421,en,morfo_st,421,"low and medium hills with medium gradient and slopes of medium elevation with low gradient, with subparallel drainage pattern","low and medium hills with medium gradient and slopes of medium elevation with low gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
422,en,morfo_st,422,coastal planes and slopes in low elevation and low gradient,coastal planes and slopes in low elevation and low gradient,https://inspire.ec.europa.eu/registry/status/valid
423,en,morfo_st,423,"floodplain in low elevation, and slopes with low gradient and low hills and medium gradient, with subparallel drainage pattern","floodplain in low elevation, and slopes with low gradient and low hills and medium gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
424,en,morfo_st,424,"low and medium hills with medium and high gradient and low surfaces with low gradient, with subparallel to angolar drainage pattern","low and medium hills with medium and high gradient and low surfaces with low gradient, with subparallel to angolar drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
425,en,morfo_st,425,marine terrace with bordor steep slopes and with deep flat bottomed rills,marine terrace with bordor steep slopes and with deep flat bottomed rills,https://inspire.ec.europa.eu/registry/status/valid
426,en,morfo_st,426,coastal terraces and low hills with medium gradient slightly dissected and with parallel to subparallel drainage pattern,coastal terraces and low hills with medium gradient slightly dissected and with parallel to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
427,en,morfo_st,427,coastal planes partially karstic,coastal planes partially karstic,https://inspire.ec.europa.eu/registry/status/valid
428,en,morfo_st,428,"slopes of volcanic apparatus in medium and high elevation with low and medium gradient, with poorly developed subparallel drainage pattern","slopes of volcanic apparatus in medium and high elevation with low and medium gradient, with poorly developed subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
429,en,morfo_st,429,"low and medium hills with medium and high gradient, with parallel and subparallel drainage pattern","low and medium hills with medium and high gradient, with parallel and subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
43,en,morfo_st,43,high level hills with medium gradient with isolated relief and treads with angular drainage pattern,high level hills with medium gradient with isolated relief and treads with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
430,en,morfo_st,430,"low hill with medium and high gradient with residual terraces on the summit and valley floor, with parallel drainage pattern","low hill with medium and high gradient with residual terraces on the summit and valley floor, with parallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
431,en,morfo_st,431,"low, medium and high hils and low mountain with high gradient and parallel to subparallel drainage pattern","low, medium and high hils and low mountain with high gradient and parallel to subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
432,en,morfo_st,432,"low, medium and high hills with medium and high gradient with subdentritic drainage pattern","low, medium and high hills with medium and high gradient with subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
433,en,morfo_st,433,low to high hills with leveled summit or with medium gradient and slopes with high gradient or steep,low to high hills with leveled summit or with medium gradient and slopes with high gradient or steep,https://inspire.ec.europa.eu/registry/status/valid
434,en,morfo_st,434,medium and high hills with medium gradient and low mountain with medium to steep gradient and subparallel drainage pattern,medium and high hills with medium gradient and low mountain with medium to steep gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
435,en,morfo_st,435,low to high hills with medium and high gradient or steep and low mountain with steep slopes with subparallel drainage pattern,low to high hills with medium and high gradient or steep and low mountain with steep slopes with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
436,en,morfo_st,436,low and medium hills with treads dissected with low and medium gradient and versanti with high and steep gradient with subparallel drainage pattern,low and medium hills with treads dissected with low and medium gradient and versanti with high and steep gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
437,en,morfo_st,437,medium and high hills with medium and high gradient and with parallel drainage pattern,medium and high hills with medium and high gradient and with parallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
438,en,morfo_st,438,slopes in low and medium elevation with low gradient and low and medium hills with medium gradient and subdentritic drainage pattern,slopes in low and medium elevation with low gradient and low and medium hills with medium gradient and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
439,en,morfo_st,439,medium and high hills with medium gradient and low mountain with low and medium gradient and subdentritic drainage pattern,medium and high hills with medium gradient and low mountain with low and medium gradient and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
44,en,morfo_st,44,low and high hills with high gradient and subparallel drainage pattern,low and high hills with high gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
440,en,morfo_st,440,low and medium hills with medium gradient and subparallel drainage pattern,low and medium hills with medium gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
441,en,morfo_st,441,medium and high hills with medium gradient and medium slopes with low gradient and subparallel to subdentritic drainage pattern,medium and high hills with medium gradient and medium slopes with low gradient and subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
442,en,morfo_st,442,medium and high hills with treads dissected with low gradient and slopes with medium gradient,medium and high hills with treads dissected with low gradient and slopes with medium gradient,https://inspire.ec.europa.eu/registry/status/valid
443,en,morfo_st,443,high hills and low mountain with medium gradient and summit dissected treads of low mountain with low and medium gradient,high hills and low mountain with medium gradient and summit dissected treads of low mountain with low and medium gradient,https://inspire.ec.europa.eu/registry/status/valid
444,en,morfo_st,444,treads with low and medium gradient with rills with high to steep gradient and dissected low and medium hills with slopes,treads with low and medium gradient with rills with high to steep gradient and dissected low and medium hills with slopes,https://inspire.ec.europa.eu/registry/status/valid
445,en,morfo_st,445,planes and slopes in low elevation and low gradient with low gradient and low hill with medium gradient with subparallel drainage pattern,planes and slopes in low elevation and low gradient with low gradient and low hill with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
446,en,morfo_st,446,"planes and slopes in low elevation and low and medium elevation with low gradient dissected, with parallel and subparallel drainage pattern","planes and slopes in low elevation and low and medium elevation with low gradient dissected, with parallel and subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
447,en,morfo_st,447,dissected flat treads of medium elevation or with low gradient and riser with upland plains of low mountain,dissected flat treads of medium elevation or with low gradient and riser with upland plains of low mountain,https://inspire.ec.europa.eu/registry/status/valid
448,en,morfo_st,448,slopes of dissected structural surface of medium and high hills with medium gradient and summit areas with low gradient,slopes of dissected structural surface of medium and high hills with medium gradient and summit areas with low gradient,https://inspire.ec.europa.eu/registry/status/valid
449,en,morfo_st,449,slopes of dissected structural surface of medium and high hills with medium and high gradient,slopes of dissected structural surface of medium and high hills with medium and high gradient,https://inspire.ec.europa.eu/registry/status/valid
45,en,morfo_st,45,high level hills and low mountain with medium and high gradient with angular drainage pattern,high level hills and low mountain with medium and high gradient with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
450,en,morfo_st,450,treads and slopes with low gradient of medium and dissected karstified high hills with medium and high gradient with subparallel drainage pattern,treads and slopes with low gradient of medium and dissected karstified high hills with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
451,en,morfo_st,451,slopes with low gradient and flat areas of dissected medium and high hills with medium and high gradient,slopes with low gradient and flat areas of dissected medium and high hills with medium and high gradient,https://inspire.ec.europa.eu/registry/status/valid
452,en,morfo_st,452,low to high hills with medium gradient and slopes of low and medium elevation with low gradient with dentritic and subdentritic drainage pattern,low to high hills with medium gradient and slopes of low and medium elevation with low gradient with dentritic and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
453,en,morfo_st,453,"dissected marine terraces, with slopes with medium and high gradient and parallel and subparallel drainage pattern","dissected marine terraces, with slopes with medium and high gradient and parallel and subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
454,en,morfo_st,454,low and medium hills with low and medium summit with low gradient and parallel and subparallel drainage pattern,low and medium hills with low and medium summit with low gradient and parallel and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
455,en,morfo_st,455,medium and high hills with medium gradient and medium slopes with low gradient with subdentritic drainage pattern,medium and high hills with medium gradient and medium slopes with low gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
456,en,morfo_st,456,low and medium hills with medium gradient with residual marine terraces and low gradient with subparallel drainage pattern,low and medium hills with medium gradient with residual marine terraces and low gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
457,en,morfo_st,457,low and medium hills with medium gradient and eroded and dissected terraced surfaces with low gradient with subparallel drainage pattern,low and medium hills with medium gradient and eroded and dissected terraced surfaces with low gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
458,en,morfo_st,458,low and medium hills with medium gradient and low slopes with low gradient with subdentritic drainage pattern,low and medium hills with medium gradient and low slopes with low gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
459,en,morfo_st,459,low and medium hills with medium gradient and slopes of low and medium elevation with low gradient with subparallel and subdentritic drainage pattern,low and medium hills with medium gradient and slopes of low and medium elevation with low gradient with subparallel and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
46,en,morfo_st,46,high level hills and low mountain with medium gradient with angular drainage pattern,high level hills and low mountain with medium gradient with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
460,en,morfo_st,460,"medium and high hills with medium gradient, with subdentritic to subparallel drainage pattern","medium and high hills with medium gradient, with subdentritic to subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
461,en,morfo_st,461,low and medium hills with medium gradient with subdentritic to subparallel drainage pattern,low and medium hills with medium gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
462,en,morfo_st,462,coastal planes and wave-cut platform,coastal planes and wave-cut platform,https://inspire.ec.europa.eu/registry/status/valid
464,en,morfo_st,464,flat areas and and low slopes with low gradient,flat areas and and low slopes with low gradient,https://inspire.ec.europa.eu/registry/status/valid
465,en,morfo_st,465,coastal planes with valley floor and flat terraces and low slopes with low gradient,coastal planes with valley floor and flat terraces and low slopes with low gradient,https://inspire.ec.europa.eu/registry/status/valid
466,en,morfo_st,466,low and medium hills with medium to high gradient and subparallel drainage pattern,low and medium hills with medium to high gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
467,en,morfo_st,467,medium and high hills with medium gradient and low mountain with medium and high gradient with subparallel and subdentritic drainage pattern,medium and high hills with medium gradient and low mountain with medium and high gradient with subparallel and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
468,en,morfo_st,468,low to high hills with medium to high gradient and subparallel drainage pattern,low to high hills with medium to high gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
469,en,morfo_st,469,low to high hills with medium gradient and subdentritic and subparallel drainage pattern,low to high hills with medium gradient and subdentritic and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
47,en,morfo_st,47,high level hills and low mountain with medium gradient with subdentritic drainage pattern,high level hills and low mountain with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
470,en,morfo_st,470,coastal planes with artificial rectified drainage pattern and residual marine terraces,coastal planes with artificial rectified drainage pattern and residual marine terraces,https://inspire.ec.europa.eu/registry/status/valid
471,en,morfo_st,471,"coastal planes with with dunal bars, valley floor and terraces","coastal planes with with dunal bars, valley floor and terraces",https://inspire.ec.europa.eu/registry/status/valid
472,en,morfo_st,472,"piedmont areas of volcanic apparatus with low gradient or flat, with subparallel drainage pattern","piedmont areas of volcanic apparatus with low gradient or flat, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
473,en,morfo_st,473,high level hills and low mountain with high gradient and steep with subdentritic to subparallel drainage pattern,high level hills and low mountain with high gradient and steep with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
474,en,morfo_st,474,valley floor with meandering partially rectified drainage pattern and dissected fluvial terraces,valley floor with meandering partially rectified drainage pattern and dissected fluvial terraces,https://inspire.ec.europa.eu/registry/status/valid
475,en,morfo_st,475,coastal plane with artificial rectified drainage pattern,coastal plane with artificial rectified drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
476,en,morfo_st,476,high hills with medium gradient with subdentritic drainage pattern,high hills with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
477,en,morfo_st,477,low and medium hills with medium gradient with subdentritic and subparallel drainage pattern,low and medium hills with medium gradient with subdentritic and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
478,en,morfo_st,478,low and high mountain with medium and high gradient with subparallel drainage pattern,low and high mountain with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
479,en,morfo_st,479,"volcanic slopes of low mountain with medium and high gradient and steep slopes, with weakly developed drainage pattern","volcanic slopes of low mountain with medium and high gradient and steep slopes, with weakly developed drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
48,en,morfo_st,48,high level hills and low mountain with medium gradient with subparallel drainage pattern,high level hills and low mountain with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
480,en,morfo_st,480,volcanic slopes of low mountain with low and medium gradient with small volcanic cones and weakly developed drainage pattern,volcanic slopes of low mountain with low and medium gradient with small volcanic cones and weakly developed drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
481,en,morfo_st,481,treads and piedmont slopes of low and medium volcanic apparatus with low and medium gradient with drainage pattern partially developed,treads and piedmont slopes of low and medium volcanic apparatus with low and medium gradient with drainage pattern partially developed,https://inspire.ec.europa.eu/registry/status/valid
482,en,morfo_st,482,eroded deeply dissected terrace and karstic plateau,eroded deeply dissected terrace and karstic plateau,https://inspire.ec.europa.eu/registry/status/valid
483,en,morfo_st,483,slightly dissected marine terrace inclined towards sea and coastal plane with dunal bar,slightly dissected marine terrace inclined towards sea and coastal plane with dunal bar,https://inspire.ec.europa.eu/registry/status/valid
484,en,morfo_st,484,"low and high mountain with high gradient or steep and low mountain with medium gradient, locally karstic and with subparallel drainage pattern","low and high mountain with high gradient or steep and low mountain with medium gradient, locally karstic and with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
485,en,morfo_st,485,treads and slopes with low and medium gradient in low and medium elevation with weakly developed drainage pattern,treads and slopes with low and medium gradient in low and medium elevation with weakly developed drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
486,en,morfo_st,486,dissected terraces and treads,dissected terraces and treads,https://inspire.ec.europa.eu/registry/status/valid
487,en,morfo_st,487,marine terrace and beach plains,marine terrace and beach plains,https://inspire.ec.europa.eu/registry/status/valid
49,en,morfo_st,49,high mountain with high gradient with subparallel drainage pattern,high mountain with high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
5,en,morfo_st,5,flat areas and low-lying areas reclaimed by artificial drainage pattern,flat areas and low-lying areas reclaimed by artificial drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
50,en,morfo_st,50,low and high mountain with medium gradient with subparallel drainage pattern,low and high mountain with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
51,en,morfo_st,51,"low and high mountain with medium and high gradient, with subparallel drainage pattern","low and high mountain with medium and high gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
52,en,morfo_st,52,high mountain with high gradient with subparallel to angular drainage pattern,high mountain with high gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
53,en,morfo_st,53,high mountain with high gradient and steep with angular drainage pattern,high mountain with high gradient and steep with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
54,en,morfo_st,54,high mountain with high gradient and steep with contorted to angular drainage pattern,high mountain with high gradient and steep with contorted to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
55,en,morfo_st,55,low hill with low and medium gradient with angular drainage pattern,low hill with low and medium gradient with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
56,en,morfo_st,56,low hill with low and medium gradient with subdentritic drainage pattern,low hill with low and medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
57,en,morfo_st,57,valley floor with terraces and funs,valley floor with terraces and funs,https://inspire.ec.europa.eu/registry/status/valid
58,en,morfo_st,58,low hill with low gradient with subdentritic drainage pattern,low hill with low gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
59,en,morfo_st,59,low and high mountain with high gradient and steep with drainage pattern da angular a subparallel,low and high mountain with high gradient and steep with drainage pattern da angular a subparallel,https://inspire.ec.europa.eu/registry/status/valid
6,en,morfo_st,6,low hill with low and medium gradient with subparallel drainage pattern,low hill with low and medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
60,en,morfo_st,60,low mountain with high gradient and steep with subparallel to angular drainage pattern,low mountain with high gradient and steep with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
61,en,morfo_st,61,low mountain with medium and high gradient with hills and angular drainage pattern,low mountain with medium and high gradient with hills and angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
62,en,morfo_st,62,high level hills and low mountain with medium and high gradient with parallel drainage pattern,high level hills and low mountain with medium and high gradient with parallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
63,en,morfo_st,63,low and medium hills with low and medium gradient with subdentritic drainage pattern,low and medium hills with low and medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
64,en,morfo_st,64,low and medium hills with medium gradient with subdentritic drainage pattern,low and medium hills with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
